location,direction,ts,value
Hybernská,Wilsonova,2019-10-08,185.0
Hlubočepská,centrum,2019-10-08,97.0
Hlubočepská,Hlubočepy,2019-10-08,92.0
Jeremenkova,Pankrác,2019-10-08,58.0
Jeremenkova,Podolské nábřeží,2019-10-08,23.0
Kampa,Karlův most,2019-10-08,126.0
Kampa,most Legií,2019-10-08,148.0
Nábřeží Kapitána Jaroše,Libeň,2019-10-08,283.0
Nábřeží Kapitána Jaroše,Malá Strana,2019-10-08,572.0
Letňany,z centra,2019-10-08,34.0
Letňany,centrum,2019-10-08,37.0
Radotín,Radotín,2019-10-08,45.0
Radotín,Zbraslav,2019-10-08,41.0
Mladoboleslavská,Prosek,2019-10-08,64.0
Mladoboleslavská,Vinoř,2019-10-08,31.0
Nuselský most,centrum,2019-10-08,642.0
Nuselský most,ul. 5. května,2019-10-08,8.0
Střešovice,do centra,2019-10-08,0.0
Střešovice,z centra,2019-10-08,0.0
Pelléova,Jaselská,2019-10-08,64.0
Pelléova,Milady Horákové,2019-10-08,68.0
Podolské nábřeží - stezka,z centra (Braník),2019-10-08,174.0
Podolské nábřeží - stezka,do centra (Výtoň),2019-10-08,227.0
Podolské nábřeží - vozovka,z centra (Braník),2019-10-08,135.0
Podolské nábřeží - vozovka,do centra (Výtoň),2019-10-08,58.0
Podbabská,ul. Roztocká,2019-10-08,17.0
Podbabská,ul. Jugoslávkých partyzánů,2019-10-08,19.0
Povltavská, ul. Vodácká,2019-10-08,91.0
Povltavská,ZOO,2019-10-08,46.0
Rohanské nábřeží,do centra (náb. L. Svobody),2019-10-08,234.0
Rohanské nábřeží,z centra (Karlín),2019-10-08,232.0
Šeberov,Kunratice,2019-10-08,0.0
Šeberov,Šeberov,2019-10-08,0.0
Smetanovo nábřeží,Karlův most,2019-10-08,241.0
Smetanovo nábřeží,Národní divadlo,2019-10-08,269.0
Lahovičky (Strakonická),do centra (M. Chuchle),2019-10-08,44.0
Lahovičky (Strakonická),z centra (Radotín),2019-10-08,79.0
Krč (Sulická),Lhotka,2019-10-08,79.0
Krč (Sulická),Krč,2019-10-08,71.0
Císařský ostrov,do centra (Stromovka),2019-10-08,76.0
Císařský ostrov,z centra (Trója),2019-10-08,118.0
Stezka okolo Rokytky,O2 Aréna,2019-10-08,
Stezka okolo Rokytky,ul. U Elektry,2019-10-08,
Drážní stezka - Vítkov,Hrdlořezy,2019-10-08,125.0
Drážní stezka - Vítkov,Seifertova,2019-10-08,51.0
Modřany,z centra,2019-10-08,80.0
Modřany,centrum,2019-10-08,50.0
Vršovická,Strašnice,2019-10-08,154.0
Vršovická,Nusle,2019-10-08,152.0
Košíře,centrum,2019-10-08,0.0
V Zámcích,Bohnice,2019-10-08,26.0
V Zámcích,Klecany,2019-10-08,95.0
Anděl (Plzeňská),Plzeňská (z centra),2019-10-09,96.0
Anděl (Plzeňská),Štefánikova (centrum),2019-10-09,40.0
Atletická,Ladronka,2019-10-09,
Atletická,Strahov,2019-10-09,139.0
Barrandovský most,Barrandovský most,2019-10-09,132.0
Barrandovský most,Zlíchov,2019-10-09,221.0
Chodov,Chodov centrum,2019-10-09,69.0
Chodov,ul. Türkova,2019-10-09,63.0
U Českých loděnic,Libeň,2019-10-09,
U Českých loděnic,Povltavská,2019-10-09,
Dukelských hrdinů,centrum,2019-10-09,8.0
Dukelských hrdinů,z centra,2019-10-09,370.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2019-10-09,17.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2019-10-09,19.0
Hybernská,Na Příkopě,2019-10-09,
Hybernská,Wilsonova,2019-10-09,174.0
Hlubočepská,centrum,2019-10-09,113.0
Hlubočepská,Hlubočepy,2019-10-09,123.0
Jeremenkova,Pankrác,2019-10-09,68.0
Jeremenkova,Podolské nábřeží,2019-10-09,22.0
Kampa,Karlův most,2019-10-09,120.0
Kampa,most Legií,2019-10-09,117.0
Nábřeží Kapitána Jaroše,Libeň,2019-10-09,283.0
Nábřeží Kapitána Jaroše,Malá Strana,2019-10-09,619.0
Letňany,z centra,2019-10-09,43.0
Letňany,centrum,2019-10-09,43.0
Radotín,Radotín,2019-10-09,47.0
Radotín,Zbraslav,2019-10-09,41.0
Mladoboleslavská,Prosek,2019-10-09,71.0
Mladoboleslavská,Vinoř,2019-10-09,49.0
Nuselský most,centrum,2019-10-09,701.0
Nuselský most,ul. 5. května,2019-10-09,8.0
Střešovice,do centra,2019-10-09,0.0
Střešovice,z centra,2019-10-09,0.0
Pelléova,Jaselská,2019-10-09,52.0
Pelléova,Milady Horákové,2019-10-09,64.0
Podolské nábřeží - stezka,z centra (Braník),2019-10-09,206.0
Podolské nábřeží - stezka,do centra (Výtoň),2019-10-09,255.0
Podolské nábřeží - vozovka,z centra (Braník),2019-10-09,148.0
Podolské nábřeží - vozovka,do centra (Výtoň),2019-10-09,61.0
Podbabská,ul. Roztocká,2019-10-09,25.0
Podbabská,ul. Jugoslávkých partyzánů,2019-10-09,12.0
Povltavská, ul. Vodácká,2019-10-09,89.0
Povltavská,ZOO,2019-10-09,27.0
Rohanské nábřeží,do centra (náb. L. Svobody),2019-10-09,334.0
Rohanské nábřeží,z centra (Karlín),2019-10-09,269.0
Šeberov,Kunratice,2019-10-09,0.0
Šeberov,Šeberov,2019-10-09,0.0
Smetanovo nábřeží,Karlův most,2019-10-09,239.0
Smetanovo nábřeží,Národní divadlo,2019-10-09,246.0
Lahovičky (Strakonická),do centra (M. Chuchle),2019-10-09,66.0
Lahovičky (Strakonická),z centra (Radotín),2019-10-09,128.0
Krč (Sulická),Lhotka,2019-10-09,106.0
Krč (Sulická),Krč,2019-10-09,115.0
Císařský ostrov,do centra (Stromovka),2019-10-09,108.0
Císařský ostrov,z centra (Trója),2019-10-09,119.0
Stezka okolo Rokytky,O2 Aréna,2019-10-09,
Stezka okolo Rokytky,ul. U Elektry,2019-10-09,
Drážní stezka - Vítkov,Hrdlořezy,2019-10-09,164.0
Drážní stezka - Vítkov,Seifertova,2019-10-09,46.0
Modřany,z centra,2019-10-09,100.0
Modřany,centrum,2019-10-09,65.0
Vršovická,Strašnice,2019-10-09,163.0
Vršovická,Nusle,2019-10-09,162.0
Košíře,centrum,2019-10-09,0.0
V Zámcích,Bohnice,2019-10-09,30.0
V Zámcích,Klecany,2019-10-09,89.0
Anděl (Plzeňská),Plzeňská (z centra),2019-10-10,110.0
Anděl (Plzeňská),Štefánikova (centrum),2019-10-10,72.0
Atletická,Ladronka,2019-10-10,
Atletická,Strahov,2019-10-10,145.0
Barrandovský most,Barrandovský most,2019-10-10,208.0
Barrandovský most,Zlíchov,2019-10-10,263.0
Chodov,Chodov centrum,2019-10-10,95.0
Chodov,ul. Türkova,2019-10-10,75.0
U Českých loděnic,Libeň,2019-10-10,
U Českých loděnic,Povltavská,2019-10-10,
Dukelských hrdinů,centrum,2019-10-10,13.0
Dukelských hrdinů,z centra,2019-10-10,341.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2019-10-10,19.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2019-10-10,39.0
Hybernská,Na Příkopě,2019-10-10,
Hybernská,Wilsonova,2019-10-10,190.0
Hlubočepská,centrum,2019-10-10,114.0
Hlubočepská,Hlubočepy,2019-10-10,143.0
Jeremenkova,Pankrác,2019-10-10,99.0
Jeremenkova,Podolské nábřeží,2019-10-10,18.0
Kampa,Karlův most,2019-10-10,
Kampa,most Legií,2019-10-10,
Nábřeží Kapitána Jaroše,Libeň,2019-10-10,360.0
Nábřeží Kapitána Jaroše,Malá Strana,2019-10-10,612.0
Letňany,z centra,2019-10-10,60.0
Letňany,centrum,2019-10-10,53.0
Radotín,Radotín,2019-10-10,65.0
Radotín,Zbraslav,2019-10-10,43.0
Mladoboleslavská,Prosek,2019-10-10,84.0
Mladoboleslavská,Vinoř,2019-10-10,59.0
Nuselský most,centrum,2019-10-10,769.0
Nuselský most,ul. 5. května,2019-10-10,20.0
Střešovice,do centra,2019-10-10,0.0
Střešovice,z centra,2019-10-10,0.0
Pelléova,Jaselská,2019-10-10,86.0
Pelléova,Milady Horákové,2019-10-10,91.0
Podolské nábřeží - stezka,z centra (Braník),2019-10-10,212.0
Podolské nábřeží - stezka,do centra (Výtoň),2019-10-10,320.0
Podolské nábřeží - vozovka,z centra (Braník),2019-10-10,222.0
Podolské nábřeží - vozovka,do centra (Výtoň),2019-10-10,102.0
Podbabská,ul. Roztocká,2019-10-10,31.0
Podbabská,ul. Jugoslávkých partyzánů,2019-10-10,9.0
Povltavská, ul. Vodácká,2019-10-10,109.0
Povltavská,ZOO,2019-10-10,70.0
Rohanské nábřeží,do centra (náb. L. Svobody),2019-10-10,399.0
Rohanské nábřeží,z centra (Karlín),2019-10-10,331.0
Šeberov,Kunratice,2019-10-10,0.0
Šeberov,Šeberov,2019-10-10,0.0
Smetanovo nábřeží,Karlův most,2019-10-10,247.0
Smetanovo nábřeží,Národní divadlo,2019-10-10,192.0
Lahovičky (Strakonická),do centra (M. Chuchle),2019-10-10,72.0
Lahovičky (Strakonická),z centra (Radotín),2019-10-10,124.0
Krč (Sulická),Lhotka,2019-10-10,133.0
Krč (Sulická),Krč,2019-10-10,128.0
Císařský ostrov,do centra (Stromovka),2019-10-10,91.0
Císařský ostrov,z centra (Trója),2019-10-10,102.0
Stezka okolo Rokytky,O2 Aréna,2019-10-10,
Stezka okolo Rokytky,ul. U Elektry,2019-10-10,
Drážní stezka - Vítkov,Hrdlořezy,2019-10-10,166.0
Drážní stezka - Vítkov,Seifertova,2019-10-10,76.0
Modřany,z centra,2019-10-10,139.0
Modřany,centrum,2019-10-10,83.0
Vršovická,Strašnice,2019-10-10,167.0
Vršovická,Nusle,2019-10-10,152.0
Košíře,centrum,2019-10-10,0.0
V Zámcích,Bohnice,2019-10-10,45.0
V Zámcích,Klecany,2019-10-10,115.0
Anděl (Plzeňská),Plzeňská (z centra),2019-10-11,96.0
Anděl (Plzeňská),Štefánikova (centrum),2019-10-11,16.0
Atletická,Ladronka,2019-10-11,
Atletická,Strahov,2019-10-11,128.0
Barrandovský most,Barrandovský most,2019-10-11,268.0
Barrandovský most,Zlíchov,2019-10-11,356.0
Chodov,Chodov centrum,2019-10-11,115.0
Chodov,ul. Türkova,2019-10-11,86.0
U Českých loděnic,Libeň,2019-10-11,
U Českých loděnic,Povltavská,2019-10-11,2.0
Dukelských hrdinů,centrum,2019-10-11,15.0
Dukelských hrdinů,z centra,2019-10-11,342.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2019-10-11,23.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2019-10-11,49.0
Hybernská,Na Příkopě,2019-10-11,
Hybernská,Wilsonova,2019-10-11,221.0
Hlubočepská,centrum,2019-10-11,266.0
Hlubočepská,Hlubočepy,2019-10-11,227.0
Jeremenkova,Pankrác,2019-10-11,107.0
Jeremenkova,Podolské nábřeží,2019-10-11,12.0
Kampa,Karlův most,2019-10-11,
Kampa,most Legií,2019-10-11,
Nábřeží Kapitána Jaroše,Libeň,2019-10-11,244.0
Nábřeží Kapitána Jaroše,Malá Strana,2019-10-11,587.0
Letňany,z centra,2019-10-11,90.0
Letňany,centrum,2019-10-11,92.0
Radotín,Radotín,2019-10-11,51.0
Radotín,Zbraslav,2019-10-11,53.0
Mladoboleslavská,Prosek,2019-10-11,106.0
Mladoboleslavská,Vinoř,2019-10-11,71.0
Nuselský most,centrum,2019-10-11,540.0
Nuselský most,ul. 5. května,2019-10-11,24.0
Střešovice,do centra,2019-10-11,0.0
Střešovice,z centra,2019-10-11,0.0
Pelléova,Jaselská,2019-10-11,86.0
Pelléova,Milady Horákové,2019-10-11,101.0
Podolské nábřeží - stezka,z centra (Braník),2019-10-11,324.0
Podolské nábřeží - stezka,do centra (Výtoň),2019-10-11,479.0
Podolské nábřeží - vozovka,z centra (Braník),2019-10-11,296.0
Podolské nábřeží - vozovka,do centra (Výtoň),2019-10-11,113.0
Podbabská,ul. Roztocká,2019-10-11,36.0
Podbabská,ul. Jugoslávkých partyzánů,2019-10-11,15.0
Povltavská, ul. Vodácká,2019-10-11,200.0
Povltavská,ZOO,2019-10-11,121.0
Rohanské nábřeží,do centra (náb. L. Svobody),2019-10-11,489.0
Rohanské nábřeží,z centra (Karlín),2019-10-11,467.0
Šeberov,Kunratice,2019-10-11,0.0
Šeberov,Šeberov,2019-10-11,0.0
Smetanovo nábřeží,Karlův most,2019-10-11,237.0
Smetanovo nábřeží,Národní divadlo,2019-10-11,209.0
Lahovičky (Strakonická),do centra (M. Chuchle),2019-10-11,160.0
Lahovičky (Strakonická),z centra (Radotín),2019-10-11,251.0
Krč (Sulická),Lhotka,2019-10-11,226.0
Krč (Sulická),Krč,2019-10-11,206.0
Císařský ostrov,do centra (Stromovka),2019-10-11,117.0
Císařský ostrov,z centra (Trója),2019-10-11,130.0
Stezka okolo Rokytky,O2 Aréna,2019-10-11,
Stezka okolo Rokytky,ul. U Elektry,2019-10-11,
Drážní stezka - Vítkov,Hrdlořezy,2019-10-11,203.0
Drážní stezka - Vítkov,Seifertova,2019-10-11,100.0
Modřany,z centra,2019-10-11,306.0
Modřany,centrum,2019-10-11,192.0
Vršovická,Strašnice,2019-10-11,165.0
Vršovická,Nusle,2019-10-11,163.0
Košíře,centrum,2019-10-11,0.0
V Zámcích,Bohnice,2019-10-11,82.0
V Zámcích,Klecany,2019-10-11,195.0
Anděl (Plzeňská),Plzeňská (z centra),2019-10-12,69.0
Anděl (Plzeňská),Štefánikova (centrum),2019-10-12,12.0
Atletická,Ladronka,2019-10-12,
Atletická,Strahov,2019-10-12,19.0
Barrandovský most,Barrandovský most,2019-10-12,369.0
Barrandovský most,Zlíchov,2019-10-12,537.0
Chodov,Chodov centrum,2019-10-12,97.0
Chodov,ul. Türkova,2019-10-12,91.0
U Českých loděnic,Libeň,2019-10-12,20.0
U Českých loděnic,Povltavská,2019-10-12,19.0
Dukelských hrdinů,centrum,2019-10-12,23.0
Dukelských hrdinů,z centra,2019-10-12,223.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2019-10-12,32.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2019-10-12,119.0
Hybernská,Na Příkopě,2019-10-12,
Hybernská,Wilsonova,2019-10-12,225.0
Hlubočepská,centrum,2019-10-12,460.0
Hlubočepská,Hlubočepy,2019-10-12,416.0
Jeremenkova,Pankrác,2019-10-12,110.0
Jeremenkova,Podolské nábřeží,2019-10-12,17.0
Kampa,Karlův most,2019-10-12,
Kampa,most Legií,2019-10-12,
Nábřeží Kapitána Jaroše,Libeň,2019-10-12,40.0
Nábřeží Kapitána Jaroše,Malá Strana,2019-10-12,438.0
Letňany,z centra,2019-10-12,141.0
Letňany,centrum,2019-10-12,138.0
Radotín,Radotín,2019-10-12,11.0
Radotín,Zbraslav,2019-10-12,12.0
Mladoboleslavská,Prosek,2019-10-12,135.0
Mladoboleslavská,Vinoř,2019-10-12,125.0
Nuselský most,centrum,2019-10-12,74.0
Nuselský most,ul. 5. května,2019-10-12,13.0
Střešovice,do centra,2019-10-12,0.0
Střešovice,z centra,2019-10-12,0.0
Pelléova,Jaselská,2019-10-12,65.0
Pelléova,Milady Horákové,2019-10-12,59.0
Podolské nábřeží - stezka,z centra (Braník),2019-10-12,498.0
Podolské nábřeží - stezka,do centra (Výtoň),2019-10-12,706.0
Podolské nábřeží - vozovka,z centra (Braník),2019-10-12,349.0
Podolské nábřeží - vozovka,do centra (Výtoň),2019-10-12,97.0
Podbabská,ul. Roztocká,2019-10-12,47.0
Podbabská,ul. Jugoslávkých partyzánů,2019-10-12,62.0
Povltavská, ul. Vodácká,2019-10-12,513.0
Povltavská,ZOO,2019-10-12,610.0
Rohanské nábřeží,do centra (náb. L. Svobody),2019-10-12,542.0
Rohanské nábřeží,z centra (Karlín),2019-10-12,486.0
Šeberov,Kunratice,2019-10-12,0.0
Šeberov,Šeberov,2019-10-12,0.0
Smetanovo nábřeží,Karlův most,2019-10-12,264.0
Smetanovo nábřeží,Národní divadlo,2019-10-12,202.0
Lahovičky (Strakonická),do centra (M. Chuchle),2019-10-12,727.0
Lahovičky (Strakonická),z centra (Radotín),2019-10-12,945.0
Krč (Sulická),Lhotka,2019-10-12,381.0
Krč (Sulická),Krč,2019-10-12,367.0
Císařský ostrov,do centra (Stromovka),2019-10-12,251.0
Císařský ostrov,z centra (Trója),2019-10-12,287.0
Stezka okolo Rokytky,O2 Aréna,2019-10-12,
Stezka okolo Rokytky,ul. U Elektry,2019-10-12,
Drážní stezka - Vítkov,Hrdlořezy,2019-10-12,342.0
Drážní stezka - Vítkov,Seifertova,2019-10-12,145.0
Modřany,z centra,2019-10-12,1095.0
Modřany,centrum,2019-10-12,930.0
Vršovická,Strašnice,2019-10-12,64.0
Vršovická,Nusle,2019-10-12,87.0
Košíře,centrum,2019-10-12,0.0
V Zámcích,Bohnice,2019-10-12,325.0
V Zámcích,Klecany,2019-10-12,791.0
Anděl (Plzeňská),Plzeňská (z centra),2019-10-13,88.0
Anděl (Plzeňská),Štefánikova (centrum),2019-10-13,6.0
Atletická,Ladronka,2019-10-13,
Atletická,Strahov,2019-10-13,47.0
Barrandovský most,Barrandovský most,2019-10-13,448.0
Barrandovský most,Zlíchov,2019-10-13,794.0
Chodov,Chodov centrum,2019-10-13,97.0
Chodov,ul. Türkova,2019-10-13,82.0
U Českých loděnic,Libeň,2019-10-13,25.0
U Českých loděnic,Povltavská,2019-10-13,35.0
Dukelských hrdinů,centrum,2019-10-13,36.0
Dukelských hrdinů,z centra,2019-10-13,244.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2019-10-13,20.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2019-10-13,57.0
Hybernská,Na Příkopě,2019-10-13,
Hybernská,Wilsonova,2019-10-13,200.0
Hlubočepská,centrum,2019-10-13,558.0
Hlubočepská,Hlubočepy,2019-10-13,517.0
Jeremenkova,Pankrác,2019-10-13,119.0
Jeremenkova,Podolské nábřeží,2019-10-13,14.0
Kampa,Karlův most,2019-10-13,
Kampa,most Legií,2019-10-13,
Nábřeží Kapitána Jaroše,Libeň,2019-10-13,86.0
Nábřeží Kapitána Jaroše,Malá Strana,2019-10-13,326.0
Letňany,z centra,2019-10-13,227.0
Letňany,centrum,2019-10-13,203.0
Radotín,Radotín,2019-10-13,310.0
Radotín,Zbraslav,2019-10-13,303.0
Mladoboleslavská,Prosek,2019-10-13,230.0
Mladoboleslavská,Vinoř,2019-10-13,189.0
Nuselský most,centrum,2019-10-13,109.0
Nuselský most,ul. 5. května,2019-10-13,16.0
Střešovice,do centra,2019-10-13,0.0
Střešovice,z centra,2019-10-13,0.0
Pelléova,Jaselská,2019-10-13,48.0
Pelléova,Milady Horákové,2019-10-13,59.0
Podolské nábřeží - stezka,z centra (Braník),2019-10-13,656.0
Podolské nábřeží - stezka,do centra (Výtoň),2019-10-13,844.0
Podolské nábřeží - vozovka,z centra (Braník),2019-10-13,386.0
Podolské nábřeží - vozovka,do centra (Výtoň),2019-10-13,123.0
Podbabská,ul. Roztocká,2019-10-13,33.0
Podbabská,ul. Jugoslávkých partyzánů,2019-10-13,37.0
Povltavská, ul. Vodácká,2019-10-13,676.0
Povltavská,ZOO,2019-10-13,856.0
Rohanské nábřeží,do centra (náb. L. Svobody),2019-10-13,535.0
Rohanské nábřeží,z centra (Karlín),2019-10-13,508.0
Šeberov,Kunratice,2019-10-13,0.0
Šeberov,Šeberov,2019-10-13,0.0
Smetanovo nábřeží,Karlův most,2019-10-13,315.0
Smetanovo nábřeží,Národní divadlo,2019-10-13,262.0
Lahovičky (Strakonická),do centra (M. Chuchle),2019-10-13,837.0
Lahovičky (Strakonická),z centra (Radotín),2019-10-13,1075.0
Krč (Sulická),Lhotka,2019-10-13,559.0
Krč (Sulická),Krč,2019-10-13,505.0
Císařský ostrov,do centra (Stromovka),2019-10-13,352.0
Císařský ostrov,z centra (Trója),2019-10-13,356.0
Stezka okolo Rokytky,O2 Aréna,2019-10-13,
Stezka okolo Rokytky,ul. U Elektry,2019-10-13,
Drážní stezka - Vítkov,Hrdlořezy,2019-10-13,434.0
Drážní stezka - Vítkov,Seifertova,2019-10-13,181.0
Modřany,z centra,2019-10-13,1316.0
Modřany,centrum,2019-10-13,1264.0
Vršovická,Strašnice,2019-10-13,75.0
Vršovická,Nusle,2019-10-13,93.0
Košíře,centrum,2019-10-13,0.0
V Zámcích,Bohnice,2019-10-13,503.0
V Zámcích,Klecany,2019-10-13,1048.0
Anděl (Plzeňská),Plzeňská (z centra),2019-10-14,109.0
Anděl (Plzeňská),Štefánikova (centrum),2019-10-14,45.0
Atletická,Ladronka,2019-10-14,
Atletická,Strahov,2019-10-14,150.0
Barrandovský most,Barrandovský most,2019-10-14,415.0
Barrandovský most,Zlíchov,2019-10-14,572.0
Chodov,Chodov centrum,2019-10-14,169.0
Chodov,ul. Türkova,2019-10-14,118.0
U Českých loděnic,Libeň,2019-10-14,4.0
U Českých loděnic,Povltavská,2019-10-14,15.0
Dukelských hrdinů,centrum,2019-10-14,25.0
Dukelských hrdinů,z centra,2019-10-14,420.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2019-10-14,35.0
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2019-10-14,84.0
Hybernská,Na Příkopě,2019-10-14,
Hybernská,Wilsonova,2019-10-14,153.0
Hlubočepská,centrum,2019-10-14,418.0
Hlubočepská,Hlubočepy,2019-10-14,384.0
Jeremenkova,Pankrác,2019-10-14,139.0
Jeremenkova,Podolské nábřeží,2019-10-14,16.0
Kampa,Karlův most,2019-10-14,
Kampa,most Legií,2019-10-14,
Nábřeží Kapitána Jaroše,Libeň,2019-10-14,275.0
Nábřeží Kapitána Jaroše,Malá Strana,2019-10-14,567.0
Letňany,z centra,2019-10-14,116.0
Letňany,centrum,2019-10-14,142.0
Radotín,Radotín,2019-10-14,116.0
Radotín,Zbraslav,2019-10-14,120.0
Mladoboleslavská,Prosek,2019-10-14,172.0
Mladoboleslavská,Vinoř,2019-10-14,98.0
Nuselský most,centrum,2019-10-14,647.0
Nuselský most,ul. 5. května,2019-10-14,34.0
Střešovice,do centra,2019-10-14,0.0
Střešovice,z centra,2019-10-14,0.0
Pelléova,Jaselská,2019-10-14,119.0
Pelléova,Milady Horákové,2019-10-14,122.0
Podolské nábřeží - stezka,z centra (Braník),2019-10-14,470.0
Podolské nábřeží - stezka,do centra (Výtoň),2019-10-14,768.0
Podolské nábřeží - vozovka,z centra (Braník),2019-10-14,491.0
Podolské nábřeží - vozovka,do centra (Výtoň),2019-10-14,152.0
Podbabská,ul. Roztocká,2019-10-14,51.0
Podbabská,ul. Jugoslávkých partyzánů,2019-10-14,16.0
Povltavská, ul. Vodácká,2019-10-14,363.0
Povltavská,ZOO,2019-10-14,378.0
Rohanské nábřeží,do centra (náb. L. Svobody),2019-10-14,660.0
Rohanské nábřeží,z centra (Karlín),2019-10-14,576.0
Šeberov,Kunratice,2019-10-14,0.0
Šeberov,Šeberov,2019-10-14,0.0
Smetanovo nábřeží,Karlův most,2019-10-14,246.0
Smetanovo nábřeží,Národní divadlo,2019-10-14,245.0
Lahovičky (Strakonická),do centra (M. Chuchle),2019-10-14,319.0
Lahovičky (Strakonická),z centra (Radotín),2019-10-14,513.0
Krč (Sulická),Lhotka,2019-10-14,380.0
Krč (Sulická),Krč,2019-10-14,369.0
Císařský ostrov,do centra (Stromovka),2019-10-14,209.0
Císařský ostrov,z centra (Trója),2019-10-14,225.0
Stezka okolo Rokytky,O2 Aréna,2019-10-14,
Stezka okolo Rokytky,ul. U Elektry,2019-10-14,
Drážní stezka - Vítkov,Hrdlořezy,2019-10-14,333.0
Drážní stezka - Vítkov,Seifertova,2019-10-14,173.0
Modřany,z centra,2019-10-14,704.0
Modřany,centrum,2019-10-14,541.0
Vršovická,Strašnice,2019-10-14,160.0
Vršovická,Nusle,2019-10-14,159.0
Košíře,centrum,2019-10-14,0.0
V Zámcích,Bohnice,2019-10-14,312.0
V Zámcích,Klecany,2019-10-14,524.0
